Temp [C],Umid. Relativa,Vazão [m3/min],Pres. Total [Pa],Pres. Estatica [Pa],Pres. Dinâmica [Pa],Pres. Placa o. [Pa],Teste
23.941,58.994,1.815,2065.593,1938.371,127.222,1125.683,9
23.911,58.996,1.816,2077.095,1949.061,128.034,1268.505,9
23.882,59.01,1.817,2086.601,1957.678,128.923,1158.642,9
23.856,59.037,1.817,2094.322,1964.471,129.851,1112.255,9
23.836,59.072,1.816,2101.381,1970.613,130.768,1236.767,9
23.819,59.107,1.816,2108.167,1976.525,131.642,1227.002,9
23.807,59.143,1.815,2113.46,1980.965,132.495,1281.933,9
23.803,59.181,1.815,2115.805,1982.505,133.3,1169.629,9
23.807,59.217,1.816,2114.528,1980.531,133.997,1286.816,9
23.819,59.25,1.818,2108.918,1974.33,134.588,1167.187,9
23.836,59.278,1.82,2098.627,1963.598,135.029,1030.468,9
23.856,59.302,1.822,2083.43,1948.186,135.244,1324.658,9
23.877,59.316,1.824,2062.592,1927.38,135.212,1236.767,9
23.897,59.318,1.826,2036.017,1901.127,134.89,1178.173,9
23.914,59.305,1.827,2004.259,1869.974,134.285,1089.062,9
23.922,59.284,1.828,1968.765,1835.363,133.402,1125.683,9
23.919,59.269,1.828,1931.126,1798.881,132.245,1230.664,9
23.905,59.268,1.827,1892.422,1761.544,130.878,1106.152,9
23.877,59.278,1.824,1853.748,1724.405,129.343,1173.291,9
23.837,59.289,1.821,1816.038,1688.338,127.7,1178.173,9
23.787,59.3,1.817,1780.003,1653.97,126.033,1060.986,9
23.731,59.313,1.813,1746.491,1622.086,124.405,1152.539,9
23.674,59.326,1.808,1716.899,1593.969,122.93,1196.484,9
23.622,59.337,1.804,1693.178,1571.416,121.762,1253.857,9
23.577,59.349,1.801,1676.877,1555.984,120.893,1178.173,9
23.54,59.363,1.798,1668.322,1548.003,120.319,1146.435,9
23.517,59.37,1.797,1667.393,1547.286,120.107,1109.814,9
23.523,59.357,1.797,1673.788,1553.533,120.255,1219.677,9
23.575,59.316,1.797,1686.996,1566.309,120.687,1147.656,9
23.669,59.243,1.797,1706.623,1585.321,121.302,1220.898,9
23.792,59.144,1.799,1732.181,1610.091,122.09,1183.056,9
23.928,59.022,1.801,1763.267,1640.102,123.165,1156.201,9
24.067,58.889,1.803,1799.498,1674.888,124.61,1217.236,9
24.197,58.754,1.805,1839.932,1713.527,126.405,1136.67,9
24.304,58.631,1.806,1883.35,1754.879,128.471,1181.836,9
24.383,58.524,1.808,1928.327,1797.621,130.706,1305.127,9
24.427,58.44,1.81,1973.192,1840.16,133.032,1173.291,9
24.436,58.385,1.812,2017.076,1881.619,135.457,1251.416,9
24.414,58.366,1.814,2059.577,1921.603,137.974,1052.441,9
24.369,58.385,1.815,2100.604,1960.051,140.553,1140.332,9
24.308,58.442,1.816,2139.889,1996.736,143.153,1134.228,9
24.24,58.527,1.816,2177.001,2031.338,145.663,1168.408,9
24.17,58.625,1.815,2211.673,2063.759,147.914,1035.351,9
24.104,58.714,1.814,2243.236,2093.433,149.803,1145.214,9
24.048,58.78,1.811,2270.978,2119.632,151.346,1203.808,9
24.01,58.819,1.807,2294.507,2142.011,152.496,1197.705,9
23.995,58.835,1.803,2314.295,2161.109,153.186,1162.304,9
23.992,58.833,1.799,2331.432,2178.01,153.422,1184.277,9
23.988,58.816,1.795,2346.232,2193.034,153.198,1086.621,9
23.979,58.79,1.792,2359.081,2206.527,152.554,1194.043,9
23.965,58.759,1.79,2370.494,2218.913,151.581,1123.242,9
23.948,58.726,1.789,2380.288,2229.913,150.375,1112.255,9
23.926,58.7,1.788,2388.334,2239.269,149.065,1157.421,9
23.898,58.695,1.788,2394.47,2246.689,147.781,1175.732,9
23.868,58.721,1.788,2398.587,2252.021,146.566,1113.476,9
23.845,58.775,1.789,2400.588,2255.175,145.413,1039.013,9
23.834,58.856,1.789,2399.649,2255.355,144.294,1157.421,9
23.837,58.958,1.788,2395.021,2251.818,143.203,1180.615,9
23.85,59.089,1.786,2386.746,2244.596,142.15,1113.476,9
23.867,59.256,1.784,2374.696,2233.639,141.057,1151.318,9
23.884,59.441,1.782,2359.211,2219.329,139.882,1157.421,9
23.897,59.623,1.78,2340.872,2202.209,138.663,1159.863,9
23.905,59.788,1.779,2319.919,2182.577,137.342,1052.441,9
23.905,59.929,1.777,2296.726,2160.907,135.819,1131.787,9
23.902,60.038,1.777,2271.831,2137.694,134.137,1286.816,9
23.901,60.102,1.777,2245.297,2112.912,132.385,1169.629,9
23.901,60.113,1.778,2217.32,2086.699,130.621,1148.877,9
23.896,60.066,1.78,2188.96,2060.006,128.954,1148.877,9
23.89,59.962,1.783,2161.229,2033.716,127.513,1284.375,9
23.886,59.809,1.786,2134.626,2008.18,126.446,1139.111,9
23.883,59.626,1.789,2109.675,1983.811,125.864,1211.132,9
23.882,59.442,1.793,2087.238,1961.452,125.786,1150.097,9
23.884,59.286,1.797,2067.532,1941.353,126.179,1078.076,9
23.893,59.161,1.8,2050.728,1923.727,127.001,1218.457,9
23.91,59.073,1.803,2037.537,1909.249,128.288,1297.802,9
23.925,59.044,1.806,2028.839,1898.717,130.122,1146.435,9
23.929,59.073,1.809,2025.261,1892.723,132.538,1263.623,9
23.924,59.149,1.811,2026.722,1891.288,135.434,1169.629,9
23.918,59.246,1.813,2032.508,1893.854,138.654,1093.945,9
23.916,59.337,1.815,2041.91,1899.848,142.062,1076.855,9
23.918,59.412,1.815,2054.185,1908.675,145.51,1060.986,9
23.922,59.469,1.813,2068.291,1919.353,148.938,1150.097,9
23.924,59.507,1.811,2083.265,1930.916,152.349,1229.443,9
23.93,59.517,1.808,2098.364,1942.68,155.684,1114.697,9
23.937,59.494,1.804,2113.204,1954.348,158.856,1159.863,9
23.941,59.438,1.801,2127.421,1965.589,161.832,1194.043,9
23.94,59.354,1.797,2140.494,1975.797,164.697,1310.009,9
23.937,59.255,1.795,2151.456,1984.008,167.448,1159.863,9
23.934,59.159,1.794,2159.477,1989.527,169.95,1189.16,9
23.932,59.084,1.794,2164.021,1991.937,172.084,1089.062,9
23.938,59.034,1.794,2164.623,1990.883,173.74,1192.822,9
23.95,59.006,1.796,2161.835,1986.976,174.859,1145.214,9
23.968,58.987,1.798,2156.562,1981.235,175.327,1158.642,9
23.988,58.978,1.801,2149.184,1974.189,174.995,1173.291,9
24.008,58.978,1.803,2139.997,1966.168,173.829,1168.408,9
24.026,58.963,1.806,2129.188,1957.292,171.896,1179.394,9
24.045,58.928,1.807,2117.421,1948.14,169.281,1207.47,9
24.057,58.886,1.808,2105.433,1939.366,166.067,1195.263,9
24.062,58.812,1.808,2093.517,1931.209,162.308,1118.359,9
24.056,58.688,1.807,2082.235,1924.153,158.082,1136.67,9
24.042,58.518,1.806,2071.515,1917.995,153.52,1147.656,9
24.023,58.31,1.804,2061.128,1912.433,148.695,1085.4,9
23.999,58.082,1.803,2051.252,1907.513,143.739,1184.277,9
23.972,57.864,1.801,2041.982,1903.106,138.876,1158.642,9
23.947,57.68,1.8,2032.91,1898.672,134.238,1213.574,9
23.93,57.548,1.799,2023.577,1893.635,129.942,1179.394,9
23.921,57.478,1.798,2014.214,1888.086,126.128,1157.421,9
23.92,57.475,1.797,2005.048,1882.16,122.888,1231.884,9
23.923,57.531,1.797,1995.513,1875.261,120.252,1076.855,9
23.926,57.633,1.797,1984.57,1866.342,118.228,1122.021,9
23.925,57.77,1.797,1971.457,1854.669,116.788,1168.408,9
23.922,57.93,1.797,1955.653,1839.793,115.86,1225.781,9
23.915,58.101,1.797,1937.59,1822.194,115.396,1148.877,9
23.904,58.271,1.797,1917.796,1802.393,115.403,1172.07,9
23.887,58.418,1.798,1895.701,1779.843,115.858,1205.029,9
23.87,58.532,1.8,1870.901,1754.243,116.658,1192.822,9
23.858,58.601,1.801,1843.9,1726.227,117.673,1134.228,9
23.851,58.608,1.802,1815.407,1696.574,118.833,1135.449,9
23.844,58.574,1.803,1786.188,1666.008,120.18,1205.029,9
23.84,58.53,1.803,1757.068,1635.344,121.724,1071.972,9
23.839,58.49,1.802,1729.287,1605.858,123.429,1134.228,9
23.842,58.465,1.802,1704.319,1579.09,125.229,1165.966,9
23.854,58.458,1.801,1682.541,1555.479,127.062,1248.974,9
23.873,58.468,1.8,1664.058,1535.133,128.925,1156.201,9
23.899,58.494,1.8,1648.767,1517.965,130.802,1184.277,9
23.931,58.535,1.8,1636.233,1503.597,132.636,1145.214,9
23.97,58.589,1.799,1626.821,1492.54,134.281,1194.043,9
24.015,58.643,1.799,1621.134,1485.474,135.66,1137.89,9
24.06,58.687,1.799,1618.86,1482.097,136.763,1112.255,9
24.101,58.72,1.799,1619.61,1482.048,137.562,1253.857,9
24.131,58.734,1.799,1623.66,1485.527,138.133,1190.38,9
24.149,58.726,1.8,1630.996,1492.493,138.503,1183.056,9
24.154,58.696,1.802,1641.718,1503.024,138.694,1240.429,9
24.142,58.667,1.804,1655.875,1517.105,138.77,1237.988,9
24.114,58.661,1.807,1672.935,1534.164,138.771,1145.214,9
24.074,58.681,1.809,1692.428,1553.699,138.729,1191.601,9
24.025,58.725,1.812,1714.342,1575.667,138.675,1103.711,9
23.976,58.789,1.813,1738.42,1599.806,138.614,1156.201,9
23.935,58.868,1.814,1763.64,1625.095,138.545,1118.359,9
23.906,58.952,1.815,1789.05,1650.548,138.502,1140.332,9
23.888,59.031,1.814,1814.745,1676.266,138.479,1214.795,9
23.88,59.1,1.813,1840.757,1702.254,138.503,1082.959,9
23.877,59.148,1.81,1866.736,1728.119,138.617,1031.689,9
23.876,59.164,1.807,1892.193,1753.382,138.811,1175.732,9
23.873,59.142,1.803,1917.007,1777.928,139.079,1211.132,9
23.866,59.08,1.798,1941.43,1802.047,139.383,1196.484,9
23.856,58.985,1.794,1965.071,1825.434,139.637,1156.201,9
23.839,58.872,1.79,1987.376,1847.627,139.749,1126.904,9
23.817,58.753,1.787,2008.326,1868.628,139.698,1173.291,9
23.797,58.639,1.786,2028.484,1889.004,139.48,1224.56,9
23.78,58.545,1.786,2048.067,1908.991,139.076,1163.525,9
23.764,58.482,1.787,2066.726,1928.236,138.49,1205.029,9
23.75,58.446,1.79,2083.361,1945.554,137.807,1172.07,9
23.743,58.419,1.793,2097.207,1960.099,137.108,1081.738,9
23.748,58.386,1.796,2108.964,1972.567,136.397,1176.953,9
23.762,58.357,1.798,2119.094,1983.436,135.658,1100.048,9
23.78,58.346,1.8,2127.371,1992.465,134.906,1176.953,9
23.793,58.359,1.8,2133.103,1998.89,134.213,650.83,9
23.798,58.394,1.797,2135.836,2002.253,133.583,1154.98,9
23.792,58.451,1.792,2135.776,2002.741,133.035,1179.394,9
23.783,58.525,1.785,2132.388,1999.529,132.859,1302.685,9
23.775,58.61,1.777,2125.136,1991.912,133.224,1079.296,9
23.776,58.698,1.769,2114.615,1980.666,133.949,1111.035,9
23.785,58.785,1.762,2101.36,1966.452,134.908,1053.662,9
23.799,58.868,1.756,2086.202,1950.142,136.06,1259.961,9
23.816,58.941,1.752,2070.359,1932.961,137.398,1217.236,9
23.83,58.997,1.751,2054.49,1915.558,138.932,1146.435,9
23.843,59.034,1.752,2039.416,1898.792,140.624,1187.939,9
23.857,59.058,1.756,2026.47,1884.06,142.41,1082.959,9
23.869,59.036,1.761,2016.522,1872.348,144.174,1202.587,9
23.88,58.938,1.768,2009.293,1863.424,145.869,1150.097,9
23.894,58.763,1.776,2004.621,1857.059,147.562,1239.209,9
23.912,58.521,1.783,2002.664,1853.456,149.208,1161.084,9
23.928,58.239,1.79,2003.158,1852.434,150.724,1161.084,9
23.933,57.949,1.796,2005.596,1853.546,152.05,1217.236,9
23.926,57.675,1.8,2009.55,1856.432,153.118,1169.629,9
23.97,58.429,1.87,1975.525,1838.746,136.779,1245.312,10
23.965,58.376,1.882,1997.428,1857.589,139.839,1301.464,10
23.976,58.327,1.886,2011.614,1870.004,141.61,1245.312,10
23.993,58.266,1.889,2027.082,1883.384,143.698,1327.099,10
24.012,58.2,1.89,2043.454,1897.408,146.046,1211.132,10
24.022,58.14,1.89,2060.214,1911.639,148.575,1350.293,10
24.022,58.099,1.89,2076.864,1925.646,151.218,1278.271,10
24.015,58.08,1.89,2092.525,1938.614,153.911,1251.416,10
23.999,58.079,1.889,2106.589,1949.928,156.661,1372.265,10
23.97,58.095,1.889,2118.429,1958.931,159.498,1273.388,10
23.927,58.116,1.888,2126.929,1964.607,162.322,1151.318,10
23.881,58.13,1.886,2131.585,1966.604,164.981,1209.912,10
23.84,58.134,1.885,2132.563,1965.138,167.425,1219.677,10
23.805,58.127,1.883,2130.38,1960.723,169.657,1318.554,10
23.779,58.113,1.882,2125.804,1954.145,171.659,1338.086,10
23.765,58.091,1.881,2119.56,1946.181,173.379,1327.099,10
23.768,58.068,1.881,2112.133,1937.347,174.786,1285.595,10
23.789,58.05,1.881,2104.349,1928.487,175.862,1333.203,10
23.82,58.055,1.881,2097.691,1921.138,176.553,1231.884,10
23.841,58.101,1.881,2093.157,1916.241,176.916,1295.361,10
23.842,58.19,1.882,2091.13,1914.103,177.027,1270.947,10
23.823,58.315,1.883,2091.985,1915.137,176.848,1313.671,10
23.792,58.462,1.885,2095.892,1919.56,176.332,1299.023,10
23.751,58.613,1.887,2103.123,1927.656,175.467,1350.293,10
23.705,58.751,1.89,2114.001,1939.726,174.275,1227.002,10
23.663,58.856,1.893,2128.746,1955.96,172.786,1316.113,10
23.632,58.912,1.895,2147.239,1976.168,171.071,1270.947,10
23.614,58.92,1.897,2169.052,1999.857,169.195,1307.568,10
23.616,58.887,1.898,2193.704,2026.537,167.167,1247.754,10
23.648,58.811,1.898,2220.377,2055.396,164.981,1253.857,10
23.709,58.707,1.897,2248.367,2085.745,162.622,1206.25,10
23.789,58.599,1.895,2277.193,2116.997,160.196,1336.865,10
23.879,58.494,1.894,2306.058,2148.255,157.803,1341.748,10
23.976,58.376,1.892,2334.704,2179.271,155.433,1207.47,10
24.073,58.229,1.891,2363.101,2209.923,153.178,1205.029,10
24.157,58.069,1.889,2391.591,2240.406,151.185,1256.298,10
24.223,57.908,1.886,2420.751,2271.181,149.57,1281.933,10
24.269,57.784,1.884,2450.416,2302.071,148.345,1264.843,10
24.295,57.736,1.881,2479.354,2331.95,147.404,1125.683,10
24.313,57.769,1.879,2506.049,2359.349,146.7,1272.168,10
24.328,57.888,1.876,2529.823,2383.587,146.236,1241.65,10
24.336,58.079,1.873,2550.159,2404.156,146.003,1256.298,10
24.335,58.321,1.87,2567.31,2421.353,145.957,1209.912,10
24.322,58.594,1.867,2581.527,2435.494,146.033,1311.23,10
24.3,58.872,1.864,2592.1,2445.89,146.21,1151.318,10
24.269,59.137,1.862,2598.621,2452.147,146.474,1289.257,10
24.233,59.371,1.86,2601.066,2454.277,146.789,1253.857,10
24.191,59.552,1.859,2599.897,2452.755,147.142,1264.843,10
24.139,59.661,1.858,2595.647,2448.086,147.561,1291.699,10
24.074,59.694,1.858,2588.257,2440.232,148.025,1218.457,10
24.004,59.655,1.859,2578.553,2430.112,148.441,1292.92,10
23.935,59.55,1.86,2567.588,2418.837,148.751,1266.064,10
23.879,59.39,1.862,2555.545,2406.575,148.97,1180.615,10
23.843,59.22,1.863,2542.631,2393.567,149.064,1231.884,10
23.832,59.043,1.864,2529.087,2380.106,148.981,1206.25,10
23.849,58.844,1.865,2514.358,2365.619,148.739,1290.478,10
23.884,58.635,1.866,2497.182,2348.802,148.38,1181.836,10
23.929,58.405,1.865,2477.504,2329.549,147.955,1296.582,10
23.98,58.151,1.864,2456.111,2308.602,147.509,1351.513,10
24.027,57.896,1.864,2433.666,2286.642,147.024,1313.671,10
24.064,57.657,1.864,2410.661,2264.147,146.514,1240.429,10
24.086,57.457,1.865,2387.181,2241.192,145.989,1258.74,10
24.088,57.324,1.866,2363.692,2218.255,145.437,1242.871,10
24.07,57.276,1.867,2340.48,2195.558,144.922,1247.754,10
24.037,57.319,1.869,2318.26,2173.743,144.517,1186.718,10
23.991,57.445,1.87,2298.091,2153.849,144.242,1280.712,10
23.932,57.638,1.872,2280.497,2136.41,144.087,1279.492,10
23.868,57.87,1.873,2265.666,2121.597,144.069,1174.511,10
23.813,58.116,1.873,2253.696,2109.464,144.232,1201.367,10
23.778,58.358,1.872,2245.146,2100.558,144.588,1189.16,10
23.762,58.573,1.87,2240.429,2095.269,145.16,1240.429,10
23.761,58.737,1.867,2239.618,2093.693,145.925,1235.546,10
23.772,58.819,1.864,2242.535,2095.692,146.843,1327.099,10
23.789,58.794,1.86,2248.915,2100.929,147.986,1223.339,10
23.811,58.704,1.857,2258.546,2109.209,149.337,1329.541,10
23.838,58.596,1.855,2270.926,2120.202,150.724,1213.574,10
23.872,58.484,1.855,2285.542,2133.508,152.034,1214.795,10
23.912,58.378,1.855,2302.136,2148.945,153.191,1229.443,10
23.952,58.284,1.856,2321.012,2166.896,154.116,1220.898,10
23.989,58.213,1.857,2342.158,2187.327,154.831,1324.658,10
24.014,58.175,1.859,2364.265,2208.843,155.422,1349.072,10
24.024,58.167,1.861,2386.213,2230.331,155.882,1330.761,10
24.017,58.188,1.864,2407.099,2250.967,156.132,1290.478,10
23.993,58.239,1.868,2425.502,2269.352,156.15,1357.617,10
23.951,58.318,1.872,2440.817,2284.852,155.965,1175.732,10
23.895,58.42,1.876,2453.041,2297.431,155.61,1320.996,10
23.826,58.534,1.88,2461.876,2306.774,155.102,1380.81,10
23.752,58.649,1.884,2467.126,2312.655,154.471,1250.195,10
23.674,58.754,1.888,2468.679,2314.942,153.737,1277.05,10
23.597,58.836,1.891,2467.311,2314.39,152.921,1296.582,10
23.538,58.883,1.894,2463.788,2311.712,152.076,1218.457,10
23.503,58.896,1.896,2457.779,2306.525,151.254,1200.146,10
23.495,58.886,1.897,2449.123,2298.645,150.478,1247.754,10
23.518,58.858,1.896,2437.767,2287.979,149.788,1231.884,10
23.571,58.81,1.894,2423.841,2274.608,149.233,1289.257,10
23.648,58.745,1.891,2408.601,2259.743,148.858,1248.974,10
23.738,58.669,1.887,2393.757,2244.984,148.773,1325.878,10
23.829,58.592,1.883,2380.06,2231.054,149.006,1292.92,10
23.915,58.52,1.879,2367.762,2218.276,149.486,1224.56,10
23.989,58.45,1.877,2357.163,2207.046,150.117,1291.699,10
24.049,58.385,1.875,2348.47,2197.678,150.792,1264.843,10
24.091,58.341,1.874,2342.162,2190.643,151.519,1256.298,10
24.112,58.321,1.874,2338.578,2186.242,152.336,1169.629,10
24.113,58.317,1.874,2337.97,2184.79,153.18,1255.078,10
24.099,58.325,1.873,2340.041,2186.103,153.938,1214.795,10
24.079,58.338,1.873,2344.252,2189.651,154.601,1162.304,10
24.058,58.359,1.872,2350.47,2195.308,155.162,1247.754,10
24.041,58.395,1.87,2358.87,2203.361,155.509,1284.375,10
24.033,58.445,1.868,2369.578,2214.006,155.572,1268.505,10
24.032,58.501,1.865,2382.231,2226.847,155.384,1142.773,10
24.037,58.558,1.862,2396.459,2241.521,154.938,1283.154,10
24.05,58.606,1.859,2411.87,2257.684,154.186,1302.685,10
24.07,58.636,1.856,2428.006,2274.847,153.159,1346.63,10
24.092,58.644,1.855,2444.384,2292.533,151.851,1262.402,10
24.111,58.625,1.856,2460.363,2310.101,150.262,1251.416,10
24.131,58.577,1.857,2475.182,2326.687,148.495,1269.726,10
24.157,58.502,1.86,2488.001,2341.384,146.617,1253.857,10
24.184,58.41,1.863,2498.196,2353.521,144.675,1233.105,10
24.21,58.318,1.867,2504.647,2361.889,142.758,1130.566,10
24.235,58.235,1.869,2506.231,2365.375,140.856,1266.064,10
24.254,58.161,1.871,2503.34,2364.462,138.878,1195.263,10
24.269,58.099,1.871,2496.012,2359.18,136.832,1258.74,10
24.28,58.047,1.87,2484.392,2349.55,134.842,1230.664,10
24.282,58.006,1.868,2469.985,2337.024,132.961,1266.064,10
24.269,58.001,1.866,2453.873,2322.673,131.2,1258.74,10
24.239,58.044,1.863,2436.412,2306.844,129.568,1267.285,10
24.197,58.125,1.86,2417.906,2289.882,128.024,1212.353,10
24.142,58.229,1.858,2398.618,2272.12,126.498,1252.636,10
24.08,58.347,1.857,2379.12,2254.122,124.998,1324.658,10
24.019,58.465,1.856,2359.954,2236.369,123.585,1269.726,10
23.963,58.567,1.857,2341.519,2219.245,122.274,1189.16,10
23.913,58.639,1.859,2324.538,2203.543,120.995,1290.478,10
23.876,58.673,1.861,2309.535,2189.825,119.71,1245.312,10
23.856,58.642,1.863,2297.089,2178.614,118.475,1279.492,10
23.852,58.515,1.866,2287.758,2170.463,117.295,1307.568,10
23.857,58.3,1.868,2281.71,2165.571,116.139,1279.492,10
23.86,58.02,1.871,2279.316,2164.393,114.923,1288.037,10
23.861,57.713,1.873,2280.217,2166.568,113.649,1318.554,10
23.859,57.415,1.875,2283.793,2171.36,112.433,1148.877,10
23.858,57.154,1.876,2290.011,2178.681,111.33,1202.587,10
23.861,56.963,1.877,2298.916,2188.559,110.357,1123.242,10
23.867,56.86,1.876,2310.461,2200.951,109.51,1278.271,10
23.873,56.857,1.875,2324.34,2215.547,108.793,1296.582,10
23.88,56.956,1.873,2340.209,2231.999,108.21,1250.195,10
23.889,57.14,1.87,2357.633,2249.812,107.821,1336.865,10
23.9,57.422,1.868,2376.281,2268.616,107.665,1167.187,10
23.911,57.813,1.866,2395.233,2287.474,107.759,1251.416,10
23.924,58.282,1.863,2412.689,2304.535,108.154,975.537,10
23.939,58.786,1.86,2427.545,2318.624,108.921,1299.023,10
23.955,59.275,1.857,2439.621,2329.541,110.08,1333.203,10
23.974,59.704,1.853,2448.803,2337.232,111.571,1233.105,10
23.995,60.035,1.851,2455.002,2341.664,113.338,1263.623,10
24.015,60.237,1.85,2458.492,2343.214,115.278,1214.795,10
24.034,60.321,1.849,2458.691,2341.376,117.315,1294.14,10
24.054,60.312,1.849,2454.796,2335.407,119.389,1208.691,10
24.071,60.219,1.85,2447.328,2325.883,121.445,1247.754,10
24.08,60.055,1.851,2437.141,2313.719,123.422,1383.252,10
24.08,59.821,1.853,2424.785,2299.453,125.332,1341.748,10
24.072,59.524,1.856,2411.483,2284.279,127.204,1296.582,10
24.056,59.194,1.86,2398.728,2269.672,129.056,1313.671,10
24.034,58.864,1.865,2386.742,2255.852,130.89,1213.574,10
24.008,58.571,1.87,2376.09,2243.459,132.631,1331.982,10
23.977,58.353,1.876,2366.679,2232.431,134.248,1291.699,10
23.942,58.237,1.882,2357.648,2221.897,135.751,1360.058,10
23.907,58.236,1.888,2349.063,2211.971,137.092,1313.671,10
23.869,58.313,1.892,2340.883,2202.63,138.253,1402.783,10
23.829,58.422,1.896,2333.145,2193.796,139.349,1266.064,10
23.796,58.54,1.9,2326.344,2185.846,140.498,1227.002,10
23.774,58.646,1.903,2320.693,2179.019,141.674,1313.671,10
23.758,58.735,1.906,2315.587,2172.83,142.757,1450.39,10
23.745,58.817,1.908,2310.719,2166.952,143.767,1301.464,10
23.738,58.913,1.91,2306.544,2161.7,144.844,1369.824,10
23.743,59.024,1.912,2302.768,2156.779,145.989,1274.609,10
23.751,59.147,1.914,2298.753,2151.679,147.074,1357.617,10
23.753,59.279,1.916,2294.664,2146.558,148.106,1299.023,10
23.753,59.409,1.917,2290.843,2141.717,149.126,1277.05,10
23.759,59.513,1.919,2287.465,2137.354,150.111,1284.375,10
23.77,59.564,1.919,2285.064,2134.006,151.058,1374.707,10
23.777,59.544,1.919,2283.743,2131.717,152.026,1225.781,10
23.776,59.451,1.919,2283.11,2130.03,153.08,1251.416,10
23.762,59.299,1.917,2283.122,2128.895,154.227,1300.244,10
23.731,59.092,1.915,2283.601,2128.131,155.47,1356.396,10
23.688,58.836,1.913,2284.423,2127.625,156.798,1285.595,10
23.637,58.545,1.91,2285.229,2126.992,158.237,1284.375,10
23.579,58.237,1.908,2285.621,2125.767,159.854,1283.154,10
23.522,57.903,1.905,2285.512,2123.863,161.649,1289.257,10
23.481,57.549,1.902,2284.849,2121.267,163.582,1239.209,10
23.46,57.21,1.9,2284.556,2118.914,165.642,1308.789,10
23.457,56.92,1.898,2285.473,2117.752,167.721,1196.484,10
23.475,56.71,1.896,2287.429,2117.752,169.677,1269.726,10
23.517,56.579,1.894,2290.175,2118.669,171.506,1261.181,10
23.583,56.508,1.892,2293.537,2120.301,173.236,1231.884,10
23.667,56.497,1.89,2297.008,2122.16,174.848,1407.666,10
23.764,56.537,1.888,2300.869,2124.539,176.33,1251.416,10
23.87,56.6,1.886,2305.963,2128.248,177.715,1207.47,10
23.973,56.661,1.884,2311.893,2132.922,178.971,1241.65,10
24.062,56.721,1.882,2317.529,2137.559,179.97,1143.994,10
24.132,56.793,1.88,2322.049,2141.458,180.591,1240.429,10
24.183,56.883,1.877,2325.167,2144.401,180.766,1219.677,10
24.209,56.987,1.874,2326.802,2146.353,180.449,1185.498,10
24.207,57.094,1.87,2327.172,2147.499,179.673,1286.816,10
24.183,57.199,1.867,2326.543,2147.995,178.548,1212.353,10
24.146,57.306,1.864,2325.846,2148.683,177.163,1245.312,10
24.1,57.408,1.86,2326.039,2150.465,175.574,1250.195,10
24.049,57.496,1.857,2327.131,2153.307,173.824,1257.519,10
23.998,57.592,1.855,2328.998,2157.094,171.904,1279.492,10
23.95,57.716,1.853,2331.402,2161.651,169.751,1205.029,10
23.908,57.868,1.852,2334.021,2166.664,167.357,1302.685,10
23.88,58.041,1.852,2336.494,2171.723,164.771,1344.189,10
23.877,58.208,1.854,2339.252,2177.191,162.061,1325.878,10
23.898,58.345,1.857,2342.675,2183.449,159.226,1237.988,10
23.933,58.437,1.861,2346.392,2190.125,156.267,1277.05,10
23.971,58.474,1.866,2350.925,2197.615,153.31,1234.326,10
23.997,58.449,1.871,2357.059,2206.523,150.536,1236.767,10
24.003,58.387,1.874,2364.648,2216.618,148.03,1253.857,10
23.992,58.307,1.877,2373.205,2227.428,145.777,1190.38,10
23.963,58.21,1.879,2382.472,2238.659,143.813,1259.961,10
23.912,58.103,1.88,2391.757,2249.608,142.149,1924.023,10
23.838,58.002,1.883,2400.383,2259.669,140.714,1358.837,10
23.75,57.913,1.887,2408.379,2268.792,139.587,1318.554,10
23.649,57.837,1.892,2415.741,2276.89,138.851,1079.296,10
23.53,57.776,1.897,2422.448,2283.939,138.509,1350.293,10
23.402,57.734,1.902,2428.484,2289.837,138.647,1263.623,10
23.28,57.713,1.907,2434.125,2294.825,139.3,1234.326,10
23.179,57.716,1.911,2439.715,2299.317,140.398,1253.857,10
23.107,57.741,1.913,2445.039,2303.131,141.908,1335.644,10
23.069,57.783,1.915,2450.436,2306.658,143.778,1291.699,10
23.069,57.826,1.915,2456.295,2310.477,145.818,1172.07,10
23.104,57.859,1.912,2461.872,2314.024,147.848,1208.691,10
23.162,57.879,1.908,2466.415,2316.649,149.766,1262.402,10
23.234,57.892,1.902,2469.74,2318.218,151.522,1311.23,10
23.317,57.897,1.896,2471.616,2318.53,153.086,1288.037,10
23.408,57.89,1.888,2472.203,2317.795,154.408,1174.511,10
23.506,57.873,1.882,2471.844,2316.457,155.387,1312.451,10
23.602,57.849,1.876,2469.902,2313.957,155.945,1148.877,10
23.686,57.819,1.871,2466.128,2309.993,156.135,1214.795,10
23.749,57.791,1.869,2461.293,2305.198,156.095,1191.601,10
23.79,57.753,1.867,2455.881,2299.994,155.887,1289.257,10
23.808,57.689,1.865,2449.748,2294.218,155.53,1270.947,10
23.797,57.605,1.863,2442.759,2287.682,155.077,1196.484,10
23.772,57.519,1.861,2434.89,2280.346,154.544,1374.707,10
23.754,57.439,1.859,2425.945,2272.079,153.866,1273.388,10
23.743,57.365,1.859,2415.703,2262.727,152.976,1233.105,10
23.737,57.302,1.859,2404.143,2252.257,151.886,1277.05,10
23.741,57.251,1.86,2391.555,2240.926,150.629,1328.32,10
